payment_id,customer_id,timestamp,amount,payment_method,failure_reason,customer_age,previous_successes,previous_failures,customer_value,subscription_age,days_since_last_payment
PAY-0002830,CUST-00547,2026-05-22 00:54:00,451.31,upi,card_expired,59,3,7,4328.08,9,17
PAY-0002831,CUST-00935,2026-05-22 00:57:00,312.67,upi,temporary_bank_failure,70,6,2,4737.08,7,13
PAY-0002832,CUST-02598,2026-05-22 00:59:00,237.52,netbanking,insufficient_funds,69,6,3,4646.44,6,16
PAY-0002833,CUST-00009,2026-05-22 01:05:00,211.41,upi,hard_decline,35,6,5,3589.32,2,15
PAY-0002834,CUST-01283,2026-05-22 01:08:00,342.39,wallet,insufficient_funds,38,7,3,657.22,7,12
PAY-0002835,CUST-00195,2026-05-22 01:09:00,189.18,netbanking,temporary_bank_failure,39,9,10,1420.85,5,22
PAY-0002836,CUST-01104,2026-05-22 01:13:00,1214.4,netbanking,network_error,70,5,2,5663.01,6,11
PAY-0002837,CUST-00717,2026-05-22 01:19:00,391.57,card,hard_decline,50,8,8,963.95,9,18
PAY-0002838,CUST-02033,2026-05-22 01:27:00,808.95,upi,insufficient_funds,36,8,4,6377.69,7,10
PAY-0002839,CUST-00161,2026-05-22 01:45:00,723.6,wallet,temporary_bank_failure,55,2,2,1603.03,5,12
PAY-0002840,CUST-03902,2026-05-22 02:00:00,236.47,card,card_expired,46,8,4,6394.2,7,15
PAY-0002841,CUST-01245,2026-05-22 02:07:00,892.5,upi,temporary_bank_failure,63,12,6,8849.73,11,17
PAY-0002842,CUST-02692,2026-05-22 02:09:00,246.26,card,hard_decline,26,3,1,1514.4,4,26
PAY-0002843,CUST-02231,2026-05-22 02:43:00,1446.27,wallet,insufficient_funds,57,6,8,5498.99,5,27
PAY-0002844,CUST-00142,2026-05-22 02:50:00,492.49,upi,insufficient_funds,51,8,3,1570.1,8,14
PAY-0002845,CUST-00512,2026-05-22 02:55:00,356.11,upi,card_expired,62,3,3,2827.86,7,19
PAY-0002846,CUST-01835,2026-05-22 03:33:00,866.42,upi,temporary_bank_failure,50,3,8,5954.26,10,11
PAY-0002847,CUST-03301,2026-05-22 03:41:00,850.25,upi,insufficient_funds,37,7,4,5812.21,7,9
PAY-0002848,CUST-00155,2026-05-22 03:47:00,101.45,card,hard_decline,28,6,7,3478.25,7,16
PAY-0002849,CUST-01532,2026-05-22 03:51:00,1198.92,netbanking,insufficient_funds,32,1,5,4736.16,7,19
PAY-0002850,CUST-03821,2026-05-22 04:06:00,504.96,netbanking,temporary_bank_failure,45,8,5,8225.43,12,13
PAY-0002851,CUST-00353,2026-05-22 04:08:00,162.86,upi,insufficient_funds,44,3,2,2241.05,8,15
PAY-0002852,CUST-02422,2026-05-22 04:09:00,972.43,card,temporary_bank_failure,18,3,3,2868.02,6,10
PAY-0002853,CUST-03073,2026-05-22 04:16:00,1434.99,upi,insufficient_funds,30,1,5,957.73,9,19
PAY-0002854,CUST-03507,2026-05-22 04:32:00,615.4,upi,temporary_bank_failure,64,7,6,3121.14,8,11
PAY-0002855,CUST-01655,2026-05-22 04:51:00,1073.51,wallet,insufficient_funds,52,7,4,2978.04,10,19
PAY-0002856,CUST-01966,2026-05-22 05:03:00,707.3,wallet,insufficient_funds,43,5,5,5499.05,9,19
PAY-0002857,CUST-00989,2026-05-22 05:19:00,4703.38,wallet,temporary_bank_failure,21,5,3,2815.16,5,12
PAY-0002858,CUST-03685,2026-05-22 05:53:00,797.84,card,hard_decline,19,4,3,1491.23,6,18
PAY-0002859,CUST-02328,2026-05-22 06:02:00,1401.39,upi,temporary_bank_failure,40,5,4,12701.14,10,9
PAY-0002860,CUST-01573,2026-05-22 06:24:00,3084.57,upi,insufficient_funds,49,4,3,4867.24,9,14
PAY-0002861,CUST-02956,2026-05-22 06:28:00,1357.09,card,network_error,18,4,6,1532.41,3,22
PAY-0002862,CUST-01094,2026-05-22 06:30:00,207.5,wallet,card_expired,28,6,5,4244.2,8,16
PAY-0002863,CUST-00947,2026-05-22 06:58:00,278.12,upi,temporary_bank_failure,29,10,2,4843.85,9,8
PAY-0002864,CUST-01619,2026-05-22 07:05:00,861.48,upi,temporary_bank_failure,64,5,5,4795.39,8,14
PAY-0002865,CUST-02425,2026-05-22 07:11:00,1428.66,card,insufficient_funds,19,3,5,3967.12,8,20
PAY-0002866,CUST-03080,2026-05-22 07:14:00,310.02,upi,hard_decline,21,7,3,8873.5,6,15
PAY-0002867,CUST-03264,2026-05-22 07:16:00,116.99,card,card_expired,64,9,2,14330.19,8,13
PAY-0002868,CUST-03858,2026-05-22 07:18:00,1754.61,netbanking,insufficient_funds,25,7,1,3673.08,8,9
PAY-0002869,CUST-03579,2026-05-22 07:27:00,6854.14,netbanking,temporary_bank_failure,55,5,1,5848.49,6,11
PAY-0002870,CUST-02386,2026-05-22 07:42:00,317.05,card,card_expired,59,4,6,2160.36,8,20
PAY-0002871,CUST-02678,2026-05-22 07:57:00,1089.73,upi,temporary_bank_failure,52,5,2,5610.31,14,10
PAY-0002872,CUST-02239,2026-05-22 08:03:00,454.34,netbanking,hard_decline,58,5,0,1690.65,8,13
PAY-0002873,CUST-03398,2026-05-22 08:03:00,1235.13,upi,insufficient_funds,25,8,2,2918.44,8,11
PAY-0002874,CUST-00135,2026-05-22 08:15:00,1493.35,card,card_expired,51,2,4,1042.96,3,17
PAY-0002875,CUST-01359,2026-05-22 08:25:00,188.22,upi,network_error,18,2,3,2568.84,4,13
PAY-0002876,CUST-02090,2026-05-22 08:47:00,307.27,upi,temporary_bank_failure,30,9,7,5418.89,9,20
PAY-0002877,CUST-03650,2026-05-22 09:17:00,685.91,upi,insufficient_funds,64,9,3,3804.36,10,15
PAY-0002878,CUST-03441,2026-05-22 09:19:00,488.2,netbanking,insufficient_funds,44,10,7,19632.1,14,11
PAY-0002879,CUST-00384,2026-05-22 09:19:00,552.18,card,card_expired,26,5,2,1256.52,7,11
PAY-0002880,CUST-03849,2026-05-22 09:32:00,1446.81,netbanking,network_error,45,7,3,7603.86,5,13
PAY-0002881,CUST-02808,2026-05-22 09:34:00,82.28,netbanking,hard_decline,34,4,7,714.63,5,18
PAY-0002882,CUST-00418,2026-05-22 09:36:00,649.33,upi,hard_decline,70,5,3,11254.61,13,18
PAY-0002883,CUST-03743,2026-05-22 09:54:00,2332.9,netbanking,insufficient_funds,29,9,2,852.23,6,15
PAY-0002884,CUST-03062,2026-05-22 10:03:00,1832.38,upi,temporary_bank_failure,18,8,6,4312.84,12,18
PAY-0002885,CUST-03750,2026-05-22 10:32:00,501.92,upi,temporary_bank_failure,50,5,0,10986.75,9,10
PAY-0002886,CUST-03520,2026-05-22 10:38:00,792.58,wallet,temporary_bank_failure,31,10,7,6363.26,9,20
PAY-0002887,CUST-02603,2026-05-22 10:41:00,694.5,netbanking,network_error,50,8,4,3379.02,10,12
PAY-0002888,CUST-02059,2026-05-22 10:42:00,1066.34,card,insufficient_funds,31,7,6,2181.33,3,19
PAY-0002889,CUST-02199,2026-05-22 10:43:00,212.15,card,temporary_bank_failure,26,2,4,3032.44,1,16
PAY-0002890,CUST-01534,2026-05-22 10:47:00,83.37,card,hard_decline,44,4,2,1352.75,8,19
PAY-0002891,CUST-03549,2026-05-22 10:58:00,55.19,card,hard_decline,24,5,4,1906.96,10,13
PAY-0002892,CUST-03728,2026-05-22 11:01:00,704.9,card,card_expired,21,11,7,6232.42,10,19
PAY-0002893,CUST-00302,2026-05-22 11:10:00,249.99,card,card_expired,56,1,0,988.53,9,10
PAY-0002894,CUST-00188,2026-05-22 11:11:00,425.36,upi,temporary_bank_failure,25,14,4,1285.88,16,12
PAY-0002895,CUST-00900,2026-05-22 11:14:00,828.1,netbanking,insufficient_funds,44,5,4,987.03,5,12
PAY-0002896,CUST-02055,2026-05-22 12:16:00,6126.8,upi,temporary_bank_failure,47,11,8,4971.53,7,19
PAY-0002897,CUST-03411,2026-05-22 12:34:00,542.13,upi,insufficient_funds,48,1,4,563.46,6,16
PAY-0002898,CUST-03575,2026-05-22 12:39:00,277.52,netbanking,insufficient_funds,29,4,4,2170.88,5,14
PAY-0002899,CUST-01310,2026-05-22 12:48:00,1953.42,wallet,hard_decline,64,1,3,2709.73,3,10
PAY-0002900,CUST-00272,2026-05-22 12:55:00,699.38,wallet,network_error,31,6,4,4764.84,10,6
PAY-0002901,CUST-01035,2026-05-22 13:18:00,254.13,wallet,temporary_bank_failure,40,4,5,2324.52,8,20
PAY-0002902,CUST-02304,2026-05-22 13:22:00,160.45,wallet,network_error,52,2,4,2516.2,5,19
PAY-0002903,CUST-03830,2026-05-22 13:31:00,1007.4,wallet,insufficient_funds,59,4,4,1399.07,5,17
PAY-0002904,CUST-03242,2026-05-22 13:45:00,216.93,wallet,temporary_bank_failure,23,6,1,1763.77,4,11
PAY-0002905,CUST-00179,2026-05-22 13:51:00,3940.13,upi,network_error,36,10,2,3291.69,6,12
PAY-0002906,CUST-01635,2026-05-22 14:09:00,1624.18,upi,temporary_bank_failure,29,5,3,4631.37,5,17
PAY-0002907,CUST-01779,2026-05-22 14:13:00,1654.36,upi,temporary_bank_failure,60,4,4,1403.58,3,8
PAY-0002908,CUST-01916,2026-05-22 14:15:00,899.68,wallet,temporary_bank_failure,40,4,6,273.01,2,12
PAY-0002909,CUST-02102,2026-05-22 14:18:00,749.49,wallet,insufficient_funds,35,4,5,847.84,10,16
PAY-0002910,CUST-00125,2026-05-22 14:26:00,891.04,netbanking,hard_decline,39,9,7,7404.51,8,18
PAY-0002911,CUST-00497,2026-05-22 14:40:00,615.69,card,hard_decline,54,3,2,767.63,5,8
PAY-0002912,CUST-03415,2026-05-22 14:42:00,2984.3,upi,temporary_bank_failure,60,3,6,1422.31,5,18
PAY-0002913,CUST-02410,2026-05-22 14:48:00,537.01,card,hard_decline,31,2,6,2309.17,4,16
PAY-0002914,CUST-00950,2026-05-22 14:49:00,585.28,card,temporary_bank_failure,47,6,5,200.0,5,15
PAY-0002915,CUST-02713,2026-05-22 14:51:00,1961.07,upi,network_error,21,6,4,3416.75,11,8
PAY-0002916,CUST-00566,2026-05-22 15:08:00,1793.25,upi,network_error,56,5,3,6826.05,9,5
PAY-0002917,CUST-03025,2026-05-22 15:26:00,217.24,card,card_expired,21,6,5,3149.98,12,12
PAY-0002918,CUST-03726,2026-05-22 15:37:00,355.44,upi,insufficient_funds,46,7,3,11836.51,10,11
PAY-0002919,CUST-03555,2026-05-22 16:02:00,292.73,wallet,network_error,47,11,1,8005.05,13,9
PAY-0002920,CUST-02832,2026-05-22 16:27:00,222.75,netbanking,insufficient_funds,49,7,5,8379.74,6,19
PAY-0002921,CUST-00859,2026-05-22 16:55:00,478.03,card,network_error,67,7,9,701.75,3,16
PAY-0002922,CUST-03648,2026-05-22 17:06:00,2753.03,upi,card_expired,59,7,4,2606.87,10,19
PAY-0002923,CUST-01546,2026-05-22 17:09:00,1904.71,netbanking,network_error,33,5,2,2977.5,9,11
PAY-0002924,CUST-03419,2026-05-22 17:15:00,130.33,netbanking,insufficient_funds,57,5,2,4089.23,10,6
PAY-0002925,CUST-02347,2026-05-22 17:44:00,555.23,card,insufficient_funds,65,8,6,3134.07,11,27
PAY-0002926,CUST-02281,2026-05-22 17:44:00,1068.21,wallet,network_error,58,11,6,10404.15,14,21
PAY-0002927,CUST-01928,2026-05-22 18:21:00,563.83,upi,insufficient_funds,47,5,2,1533.58,7,13
PAY-0002928,CUST-01573,2026-05-22 18:52:00,2060.25,upi,hard_decline,49,5,4,4867.24,9,18
PAY-0002929,CUST-00531,2026-05-22 19:00:00,1970.62,card,insufficient_funds,51,4,2,2677.12,1,9
PAY-0002930,CUST-02991,2026-05-22 19:27:00,392.42,netbanking,network_error,67,9,7,6276.83,9,18
PAY-0002931,CUST-00945,2026-05-22 19:48:00,422.32,card,network_error,70,4,7,4656.2,3,26
PAY-0002932,CUST-02382,2026-05-22 19:56:00,1247.95,card,insufficient_funds,28,12,4,7128.03,12,18
PAY-0002933,CUST-00477,2026-05-22 20:33:00,93.17,wallet,network_error,35,5,3,8993.65,12,10
PAY-0002934,CUST-02608,2026-05-22 20:49:00,190.52,upi,temporary_bank_failure,35,8,4,3080.9,5,10
PAY-0002935,CUST-03636,2026-05-22 20:59:00,623.46,upi,network_error,23,8,3,1215.44,9,12
PAY-0002936,CUST-00335,2026-05-22 21:02:00,1306.08,wallet,temporary_bank_failure,56,5,7,3743.83,3,17
PAY-0002937,CUST-02028,2026-05-22 21:16:00,188.48,wallet,insufficient_funds,33,3,4,398.77,6,17
PAY-0002938,CUST-01482,2026-05-22 21:23:00,782.53,upi,temporary_bank_failure,35,10,2,5877.08,10,8
PAY-0002939,CUST-02926,2026-05-22 21:24:00,625.58,netbanking,hard_decline,34,9,3,7814.78,7,6
PAY-0002940,CUST-02401,2026-05-22 21:32:00,4522.92,wallet,insufficient_funds,67,5,1,2492.0,10,6
PAY-0002941,CUST-00028,2026-05-22 21:34:00,621.35,upi,hard_decline,56,6,0,4967.28,9,8
PAY-0002942,CUST-00900,2026-05-22 21:45:00,974.4,wallet,temporary_bank_failure,44,4,4,987.03,5,15
PAY-0002943,CUST-03315,2026-05-22 21:46:00,140.76,card,temporary_bank_failure,58,11,5,9175.91,7,18
PAY-0002944,CUST-00540,2026-05-22 21:51:00,229.71,card,network_error,69,3,1,1865.75,4,12
PAY-0002945,CUST-03810,2026-05-22 21:58:00,2630.09,card,hard_decline,63,6,2,5130.05,5,9
PAY-0002946,CUST-02943,2026-05-22 22:08:00,1423.05,upi,network_error,58,10,4,3717.41,5,11
PAY-0002947,CUST-03941,2026-05-22 22:14:00,156.05,upi,insufficient_funds,61,7,0,4015.45,9,5
PAY-0002948,CUST-03861,2026-05-22 22:14:00,934.75,upi,temporary_bank_failure,24,3,7,1296.64,4,29
PAY-0002949,CUST-03720,2026-05-22 22:21:00,260.31,netbanking,network_error,20,7,2,4622.66,9,6
PAY-0002950,CUST-01626,2026-05-22 22:26:00,440.57,upi,temporary_bank_failure,64,8,1,9530.42,11,10
PAY-0002951,CUST-03848,2026-05-22 22:45:00,907.19,upi,temporary_bank_failure,61,9,3,37368.32,34,7
PAY-0002952,CUST-01202,2026-05-22 22:53:00,3765.23,card,insufficient_funds,39,4,5,2408.44,8,13
PAY-0002953,CUST-03301,2026-05-22 22:56:00,151.26,upi,insufficient_funds,37,9,3,5812.21,7,11
PAY-0002954,CUST-00273,2026-05-22 23:38:00,1440.61,card,temporary_bank_failure,57,13,3,3351.98,12,13
PAY-0002955,CUST-00464,2026-05-22 23:45:00,643.5,wallet,insufficient_funds,47,5,6,625.13,4,16
PAY-0002956,CUST-02957,2026-05-23 00:09:00,309.96,upi,temporary_bank_failure,54,7,4,5718.95,11,13
PAY-0002957,CUST-00434,2026-05-23 00:09:00,489.09,card,hard_decline,45,7,8,767.95,4,14
PAY-0002958,CUST-01600,2026-05-23 00:51:00,309.58,upi,temporary_bank_failure,32,4,2,1469.31,11,17
PAY-0002959,CUST-01471,2026-05-23 01:35:00,291.05,upi,temporary_bank_failure,59,3,4,3996.05,8,11
PAY-0002960,CUST-02163,2026-05-23 01:39:00,814.47,upi,temporary_bank_failure,65,8,3,11003.68,16,13
PAY-0002961,CUST-02495,2026-05-23 01:47:00,883.46,upi,temporary_bank_failure,54,8,2,9200.94,8,9
PAY-0002962,CUST-03515,2026-05-23 01:52:00,391.9,card,network_error,62,7,2,4930.73,5,7
PAY-0002963,CUST-02388,2026-05-23 02:06:00,1080.13,card,hard_decline,47,7,2,6427.06,8,13
PAY-0002964,CUST-02246,2026-05-23 02:21:00,1586.62,netbanking,insufficient_funds,37,11,3,2148.57,13,22
PAY-0002965,CUST-03995,2026-05-23 02:43:00,1399.09,wallet,insufficient_funds,20,3,2,6073.02,3,11
PAY-0002966,CUST-00190,2026-05-23 03:17:00,387.68,card,hard_decline,21,9,3,14813.42,15,13
PAY-0002967,CUST-01020,2026-05-23 03:19:00,544.55,upi,temporary_bank_failure,52,3,2,6165.64,10,11
PAY-0002968,CUST-00590,2026-05-23 03:20:00,1191.23,card,hard_decline,56,14,3,14320.52,15,16
PAY-0002969,CUST-03766,2026-05-23 03:35:00,277.2,upi,insufficient_funds,58,7,3,9840.72,8,13
PAY-0002970,CUST-01088,2026-05-23 03:50:00,483.82,card,hard_decline,54,5,4,980.36,4,7
PAY-0002971,CUST-01931,2026-05-23 03:53:00,404.2,card,temporary_bank_failure,44,4,3,844.47,5,15
PAY-0002972,CUST-00138,2026-05-23 03:54:00,281.67,netbanking,network_error,63,7,5,7423.51,5,23
PAY-0002973,CUST-01301,2026-05-23 03:59:00,776.72,upi,insufficient_funds,47,6,7,3810.29,4,9
PAY-0002974,CUST-03740,2026-05-23 04:09:00,612.73,card,temporary_bank_failure,34,1,3,2433.37,9,8
PAY-0002975,CUST-00375,2026-05-23 04:09:00,272.75,netbanking,temporary_bank_failure,69,5,6,5831.32,9,21
PAY-0002976,CUST-03361,2026-05-23 04:43:00,2819.13,upi,hard_decline,35,3,2,3471.86,9,17
PAY-0002977,CUST-02412,2026-05-23 05:03:00,272.41,netbanking,insufficient_funds,22,5,3,13895.58,15,12
PAY-0002978,CUST-01831,2026-05-23 05:57:00,1412.11,upi,network_error,61,5,5,6871.8,12,9
PAY-0002979,CUST-02447,2026-05-23 06:03:00,446.24,card,insufficient_funds,22,11,6,2644.7,9,17
PAY-0002980,CUST-00592,2026-05-23 06:06:00,659.45,upi,temporary_bank_failure,48,5,3,4499.32,9,15
PAY-0002981,CUST-03648,2026-05-23 06:09:00,478.15,wallet,temporary_bank_failure,59,7,4,2606.87,10,10
PAY-0002982,CUST-02589,2026-05-23 06:22:00,239.72,card,network_error,39,3,6,4736.25,4,14
PAY-0002983,CUST-02240,2026-05-23 06:23:00,1334.22,card,hard_decline,66,6,4,2809.53,5,19
PAY-0002984,CUST-03920,2026-05-23 06:25:00,2123.67,wallet,temporary_bank_failure,29,6,2,5094.4,8,8
PAY-0002985,CUST-03971,2026-05-23 06:35:00,251.74,card,network_error,23,6,0,963.77,4,8
PAY-0002986,CUST-01658,2026-05-23 06:35:00,1505.61,card,network_error,32,4,2,815.79,2,8
PAY-0002987,CUST-03402,2026-05-23 06:39:00,2119.99,upi,network_error,58,5,4,7340.76,6,14
PAY-0002988,CUST-02918,2026-05-23 07:16:00,288.98,netbanking,temporary_bank_failure,36,15,5,17262.83,15,24
PAY-0002989,CUST-00253,2026-05-23 07:43:00,155.07,card,card_expired,42,7,5,15825.74,14,18
PAY-0002990,CUST-02769,2026-05-23 07:43:00,62.71,wallet,insufficient_funds,45,7,4,7345.6,8,18
PAY-0002991,CUST-00827,2026-05-23 09:13:00,1156.1,upi,network_error,63,3,3,3737.9,2,18
PAY-0002992,CUST-02896,2026-05-23 09:37:00,338.63,wallet,network_error,47,2,2,1301.35,6,14
PAY-0002993,CUST-03761,2026-05-23 09:38:00,1052.68,card,hard_decline,27,5,3,2496.13,5,11
PAY-0002994,CUST-03073,2026-05-23 09:38:00,252.71,netbanking,temporary_bank_failure,30,1,5,957.73,9,12
PAY-0002995,CUST-03332,2026-05-23 09:43:00,710.76,upi,insufficient_funds,20,3,6,3535.19,6,11
PAY-0002996,CUST-01032,2026-05-23 10:06:00,174.72,card,hard_decline,69,3,3,4325.83,7,15
PAY-0002997,CUST-01250,2026-05-23 10:11:00,1980.7,card,card_expired,44,1,3,967.32,7,13
PAY-0002998,CUST-00768,2026-05-23 10:12:00,216.91,card,hard_decline,30,10,7,2269.32,6,21
PAY-0002999,CUST-01377,2026-05-23 10:27:00,2323.52,wallet,network_error,66,3,1,5841.04,12,9
PAY-0003000,CUST-03049,2026-05-23 10:44:00,880.01,upi,network_error,69,5,5,7751.45,4,15
PAY-0003001,CUST-02865,2026-05-23 10:44:00,1203.8,card,temporary_bank_failure,67,8,5,1446.41,9,18
PAY-0003002,CUST-01485,2026-05-23 10:44:00,227.65,upi,temporary_bank_failure,64,5,5,7051.31,6,11
PAY-0003003,CUST-03581,2026-05-23 10:57:00,562.17,wallet,insufficient_funds,36,6,4,6299.74,6,14
PAY-0003004,CUST-02582,2026-05-23 10:58:00,3120.62,netbanking,temporary_bank_failure,30,11,7,8289.95,13,26
PAY-0003005,CUST-00849,2026-05-23 10:59:00,4139.02,wallet,network_error,50,5,3,1995.85,5,18
PAY-0003006,CUST-00941,2026-05-23 10:59:00,1035.57,card,network_error,23,4,3,4358.43,6,11
PAY-0003007,CUST-01702,2026-05-23 11:51:00,1320.31,card,card_expired,46,2,4,2393.73,7,16
PAY-0003008,CUST-02267,2026-05-23 11:55:00,83.09,upi,network_error,20,8,11,6106.96,11,26
PAY-0003009,CUST-02688,2026-05-23 11:58:00,2656.8,card,hard_decline,28,3,6,2969.64,3,18
PAY-0003010,CUST-01297,2026-05-23 12:04:00,2689.35,wallet,insufficient_funds,42,9,3,954.06,6,10
PAY-0003011,CUST-00084,2026-05-23 12:05:00,1766.51,wallet,insufficient_funds,19,6,4,2632.06,13,24
PAY-0003012,CUST-02745,2026-05-23 12:30:00,1241.02,upi,card_expired,25,10,2,8660.99,7,10
PAY-0003013,CUST-01449,2026-05-23 12:37:00,521.04,card,insufficient_funds,70,4,2,2805.73,2,7
PAY-0003014,CUST-02333,2026-05-23 12:41:00,287.58,card,hard_decline,70,5,1,4544.36,11,10
PAY-0003015,CUST-02581,2026-05-23 13:14:00,671.43,card,card_expired,32,7,5,1568.01,5,15
PAY-0003016,CUST-01233,2026-05-23 13:18:00,118.95,card,card_expired,42,6,4,1330.74,8,12
PAY-0003017,CUST-02559,2026-05-23 13:18:00,120.55,netbanking,network_error,49,9,3,12329.56,13,12
PAY-0003018,CUST-00402,2026-05-23 13:19:00,2462.37,card,card_expired,60,5,3,4303.83,12,8
PAY-0003019,CUST-03365,2026-05-23 13:32:00,104.47,upi,network_error,54,6,6,5501.83,9,24
PAY-0003020,CUST-01813,2026-05-23 13:35:00,1237.43,netbanking,insufficient_funds,35,4,6,4595.04,6,13
PAY-0003021,CUST-03872,2026-05-23 13:36:00,489.97,card,card_expired,27,7,4,1521.67,4,9
PAY-0003022,CUST-02222,2026-05-23 13:57:00,153.76,card,insufficient_funds,27,6,2,1894.86,13,12
PAY-0003023,CUST-01077,2026-05-23 14:06:00,222.17,upi,insufficient_funds,51,4,3,11171.95,9,6
PAY-0003024,CUST-02650,2026-05-23 14:13:00,769.92,netbanking,hard_decline,25,10,6,27827.37,19,8
PAY-0003025,CUST-02389,2026-05-23 14:15:00,308.84,upi,hard_decline,63,5,1,9458.13,11,9
PAY-0003026,CUST-01476,2026-05-23 14:39:00,1014.98,upi,hard_decline,33,5,3,3170.42,3,9
PAY-0003027,CUST-03679,2026-05-23 15:04:00,221.83,card,network_error,49,11,2,2030.63,8,8
PAY-0003028,CUST-02554,2026-05-23 15:11:00,119.82,card,temporary_bank_failure,25,4,5,618.77,6,16
PAY-0003029,CUST-02010,2026-05-23 15:23:00,825.6,netbanking,network_error,61,6,8,6197.02,11,23
PAY-0003030,CUST-03867,2026-05-23 15:30:00,2544.58,wallet,network_error,56,3,2,5191.43,3,19
PAY-0003031,CUST-03564,2026-05-23 15:48:00,768.2,card,hard_decline,43,8,7,3151.41,8,18
PAY-0003032,CUST-01020,2026-05-23 15:58:00,281.8,wallet,insufficient_funds,52,2,2,6165.64,10,13
PAY-0003033,CUST-00744,2026-05-23 16:12:00,712.01,netbanking,network_error,26,8,6,749.3,11,20
PAY-0003034,CUST-01299,2026-05-23 16:18:00,4467.84,card,hard_decline,37,5,7,1361.25,7,18
PAY-0003035,CUST-00025,2026-05-23 16:38:00,1012.93,wallet,temporary_bank_failure,68,1,5,2529.87,5,13
PAY-0003036,CUST-02316,2026-05-23 16:54:00,7981.65,netbanking,network_error,21,5,3,4971.03,8,12
PAY-0003037,CUST-00936,2026-05-23 17:02:00,302.36,card,temporary_bank_failure,30,5,6,6009.61,6,19
PAY-0003038,CUST-03039,2026-05-23 17:13:00,990.47,card,hard_decline,67,5,3,1790.73,5,18
PAY-0003039,CUST-00593,2026-05-23 17:16:00,249.44,netbanking,hard_decline,46,14,5,17121.74,13,15
PAY-0003040,CUST-02658,2026-05-23 17:37:00,1307.28,card,hard_decline,59,8,7,1623.02,10,14
PAY-0003041,CUST-00986,2026-05-23 17:39:00,241.42,wallet,temporary_bank_failure,44,10,4,6230.33,13,12
PAY-0003042,CUST-03760,2026-05-23 17:47:00,85.84,wallet,insufficient_funds,70,7,5,797.34,8,23
PAY-0003043,CUST-02642,2026-05-23 17:48:00,772.82,upi,temporary_bank_failure,56,8,2,3378.81,8,12
PAY-0003044,CUST-03831,2026-05-23 17:49:00,965.77,card,card_expired,23,5,3,1599.8,7,13
PAY-0003045,CUST-00292,2026-05-23 17:50:00,1526.38,upi,network_error,52,9,2,4145.08,7,11
PAY-0003046,CUST-03837,2026-05-23 18:03:00,1618.89,card,card_expired,66,3,3,5951.7,5,14
PAY-0003047,CUST-03066,2026-05-23 18:17:00,625.54,netbanking,temporary_bank_failure,56,9,4,3653.76,10,14
PAY-0003048,CUST-00625,2026-05-23 18:18:00,1378.23,netbanking,insufficient_funds,47,12,3,5434.19,17,6
PAY-0003049,CUST-02233,2026-05-23 18:21:00,137.39,card,card_expired,65,5,4,1219.42,7,13
PAY-0003050,CUST-01635,2026-05-23 18:27:00,112.06,wallet,network_error,29,5,3,4631.37,5,17
PAY-0003051,CUST-03728,2026-05-23 18:37:00,108.09,upi,network_error,21,13,8,6232.42,10,20
PAY-0003052,CUST-02916,2026-05-23 18:56:00,144.93,card,hard_decline,21,15,7,19013.57,21,14
PAY-0003053,CUST-01636,2026-05-23 19:02:00,3618.77,wallet,temporary_bank_failure,42,6,4,9153.01,13,13
PAY-0003054,CUST-01266,2026-05-23 19:08:00,1125.12,upi,insufficient_funds,60,9,4,3300.49,8,16
PAY-0003055,CUST-00259,2026-05-23 19:22:00,2488.83,upi,insufficient_funds,44,6,5,3249.48,8,17
PAY-0003056,CUST-02995,2026-05-23 19:27:00,1764.43,card,hard_decline,50,7,6,2410.08,7,14
PAY-0003057,CUST-01789,2026-05-23 19:37:00,772.85,wallet,network_error,28,8,4,4704.71,14,11
PAY-0003058,CUST-03633,2026-05-23 19:44:00,411.38,card,insufficient_funds,56,5,5,2090.43,9,6
PAY-0003059,CUST-02483,2026-05-23 20:03:00,797.07,upi,temporary_bank_failure,32,10,1,4380.09,9,7
PAY-0003060,CUST-03643,2026-05-23 20:22:00,653.09,card,hard_decline,47,8,4,3371.89,9,9
PAY-0003061,CUST-03739,2026-05-23 20:50:00,970.03,wallet,network_error,26,3,2,2054.88,11,10
PAY-0003062,CUST-00683,2026-05-23 21:10:00,887.91,card,insufficient_funds,18,4,5,10550.9,13,15
PAY-0003063,CUST-01393,2026-05-23 21:38:00,1338.53,wallet,network_error,42,4,3,2295.78,8,16
PAY-0003064,CUST-01334,2026-05-23 21:38:00,208.21,card,temporary_bank_failure,44,8,3,4580.58,12,16
PAY-0003065,CUST-02466,2026-05-23 21:39:00,321.84,card,temporary_bank_failure,49,6,7,1885.65,5,13
PAY-0003066,CUST-03363,2026-05-23 21:47:00,626.15,wallet,hard_decline,37,4,4,4372.9,7,9
PAY-0003067,CUST-01721,2026-05-23 21:48:00,7207.68,wallet,insufficient_funds,51,3,3,8868.12,10,9
PAY-0003068,CUST-02547,2026-05-23 22:13:00,235.59,wallet,network_error,38,8,7,2793.06,8,13
PAY-0003069,CUST-00166,2026-05-23 22:23:00,60.94,card,temporary_bank_failure,50,7,5,1690.05,8,17
PAY-0003070,CUST-02459,2026-05-23 22:40:00,1065.02,card,card_expired,36,2,3,760.5,5,17
PAY-0003071,CUST-03595,2026-05-23 22:56:00,219.51,upi,network_error,62,5,2,2643.59,7,17
